STRUCTURE_NUMBER_008,LAT_016,LONG_017,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071
022200ZB5452003,32552752,97213686,1,5,1,N,N,N,7,7,5,4,N,5,6
022200ZB6415001,32432233,97142325,1,5,1,N,N,N,8,7,7,N,N,5,7
022200ZB6770002,32472481,97200518,1,5,1,N,N,N,7,7,7,5,N,5,7
022200ZB6845001,32451253,97105244,1,5,5,7,7,6,6,N,6,2,N,5,7
022200ZB6846001,32352176,97254053,1,5,1,N,N,N,7,7,6,4,N,5,7
022200ZB8300001,32423453,97244183,1,4,5,6,8,6,N,N,6,4,4,5,N
022200ZB8300002,32423311,97244180,1,5,5,7,6,7,7,N,6,4,N,5,8
022200ZB8300003,32421567,97244168,1,5,5,5,7,6,7,N,6,2,N,5,8
022200ZB8300004,32421516,97244268,1,5,5,7,8,7,7,N,7,2,N,5,8
022200ZB8300005,32393672,97253048,1,5,1,N,N,N,5,6,5,N,N,5,8
022200ZB8300006,32412773,97244312,1,5,1,N,N,N,6,6,5,4,N,5,8
022200ZB8930001,32423361,97140628,1,5,1,6,6,7,7,N,6,5,N,5,7
022200ZB9050001,32444933,97241759,1,5,1,N,N,N,7,6,6,4,N,5,7
022200ZC0500001,32440183,97264882,1,5,1,N,N,N,6,7,6,5,N,5,8
022200ZC0600001,32382638,97202463,1,5,1,N,N,N,7,6,6,6,N,5,8
022200ZC1750001,32421386,97143590,1,5,1,6,6,7,7,N,6,7,N,5,7
022200ZC1925001,32470501,97175006,1,5,1,N,N,N,6,7,7,6,N,5,7
022200ZC2225001,32462190,97250550,1,5,4,5,7,5,5,N,5,4,N,5,9
022200ZC3430001,32451616,97301272,1,5,1,N,N,N,7,6,5,4,N,5,8
022200ZC3450001,32435471,97303622,1,5,1,N,N,N,7,7,7,4,N,5,7
022200ZC3450002,32440146,97310542,1,5,1,N,N,N,7,7,7,2,N,5,7
022200ZC3475002,32430580,97285071,1,5,1,N,N,N,7,7,7,N,N,5,8
022200ZC3635001,32454176,97100180,1,5,5,8,7,6,6,N,6,4,N,5,7
022200ZC4475001,32372466,97174109,1,5,1,N,N,N,7,6,6,6,N,5,8
022200ZC4626001,32543740,97243100,1,5,1,N,N,N,7,7,7,N,N,5,9
022200ZC5200001,32424106,97253776,1,5,1,N,N,N,7,6,6,N,N,5,8
022200ZC5250001,32424877,97231802,1,5,6,7,8,7,7,N,7,3,N,5,9
022200ZC5250002,32424939,97231829,1,5,6,7,8,7,7,N,7,3,N,5,9
022200ZC5450001,32454671,97285832,1,5,1,N,N,N,6,6,6,4,N,5,7
022200ZC5525001,32473745,97210988,1,5,3,5,7,6,6,N,4,7,N,0,7
022200ZC5710001,32372905,97214096,1,5,1,N,N,N,7,6,6,6,N,5,8
022200ZC6375001,32424793,97221486,1,5,1,N,N,N,7,7,6,6,N,5,7
022200ZC6560001,32374065,97224064,1,5,1,N,N,N,7,7,6,N,N,5,8
022200ZC6915001,32573507,97164779,1,5,1,N,N,N,8,7,7,5,N,5,9
022200ZC7000002,32442440,97171123,1,5,1,7,6,7,6,N,6,6,N,5,7
022200ZC7125001,32452336,97105895,1,5,1,N,N,N,4,6,6,N,N,5,6
022200ZC7125002,32450599,97105914,1,5,5,8,7,7,7,N,7,9,N,5,8
022200ZC7125003,32435833,97105639,1,5,1,N,N,N,6,6,6,N,N,5,8
022200ZC7176001,32535413,97210025,1,5,5,8,8,7,8,N,6,2,N,5,9
022200ZC7222001,32425443,97175017,1,5,0,7,8,8,8,N,6,3,N,5,7
022200ZC7222002,32424447,97174703,1,5,1,N,N,N,7,7,6,5,N,5,7
022200ZC8175002,32423500,97133251,1,5,5,7,8,8,7,N,8,7,N,5,7
022200ZC8826001,32510838,97235193,1,5,1,N,N,N,7,7,7,2,N,5,7
022200ZC8826002,32510794,97240154,1,5,5,7,8,8,7,N,6,5,N,5,7
022200ZC8915001,32362660,97231587,1,5,1,N,N,N,7,7,6,N,N,5,8
022200ZD1045001,32543652,97182137,1,5,1,N,N,N,6,7,7,N,N,5,7
022200ZD2900001,32491222,97201987,1,5,1,N,N,N,6,7,6,9,N,5,7
022200ZD3265001,32361753,97193724,1,5,1,N,N,N,7,7,7,N,N,5,7
022200ZD4860001,32475475,97201400,1,5,5,7,8,7,7,N,7,4,N,5,8
022200ZD5045001,32585711,97231728,1,5,1,N,N,N,7,7,7,8,N,5,7
022200ZD5045002,32591879,97220973,1,5,1,N,N,N,7,7,7,4,N,5,7
022200ZD5460001,32423503,97143433,1,5,1,N,N,N,6,7,6,5,N,5,7
022200ZD6545001,32440166,97105166,1,5,1,N,N,N,5,7,5,N,N,5,8
022200ZD7577001,32531225,97212437,1,5,1,N,N,N,8,7,6,5,N,5,9
022200ZD8300001,32432999,97142835,1,5,1,N,N,N,6,7,6,N,N,5,7
022200ZD8850001,32390962,97250600,1,5,1,N,N,N,7,7,6,2,N,5,7
022200ZE0151001,32562443,97233624,1,5,1,N,N,N,7,7,7,6,N,5,9
022200ZE0450001,32444502,97102455,1,5,1,N,N,N,7,7,5,N,N,5,8
022200ZE0525001,32422382,97151624,1,5,1,N,N,N,6,6,6,5,N,5,7
022200ZE0525002,32422378,97150934,1,5,1,N,N,N,6,7,6,5,N,5,7
022200ZE1075001,32452716,97110613,1,5,1,N,N,N,6,6,6,N,N,5,4
022200ZE1075002,32452731,97103399,1,5,5,7,8,6,6,N,6,2,N,5,7
022200ZE1825001,32423232,97242956,1,5,5,7,8,8,7,N,8,3,N,5,9
022200ZE1825002,32423145,97243010,1,5,5,7,8,8,7,N,8,2,N,5,9
022200ZE4520001,32554360,97220975,1,5,1,N,N,N,6,7,6,9,N,5,7
022200ZE7730001,32381812,97143264,1,5,5,8,8,7,6,N,7,5,N,5,8
022200ZE7800001,32375121,97203410,1,5,1,N,N,N,6,6,5,5,N,5,8
022200ZE7800002,32373852,97180723,1,5,1,N,N,N,7,6,6,N,N,5,8
022200ZE7800003,32372462,97173383,1,5,1,N,N,N,6,6,6,N,N,5,8
022200ZE7900001,32422671,97265198,1,5,1,N,N,N,6,7,6,5,N,5,7
022200ZE7975001,32471975,97205486,1,5,1,8,5,6,8,N,5,9,N,2,9
022200ZF0135001,32495580,97035045,1,3,5,7,8,8,N,N,6,4,N,5,N
022200ZF0460001,32444948,97255851,1,5,1,N,N,N,6,6,6,5,N,5,7
022200ZF2430001,32404071,97194027,1,2,4,5,6,6,N,N,6,2,7,5,N
022200ZF3780001,32430466,97140407,1,5,1,7,6,7,5,N,6,5,N,5,7
022200ZF7236001,32550582,97220004,1,5,1,N,N,N,7,7,7,9,N,5,9
022200ZF9180001,32422045,97150331,1,5,1,6,6,7,6,N,6,6,N,5,7
022200ZG0905001,32371315,97223562,1,5,1,N,N,N,7,7,7,7,N,5,8
022200ZG4970001,32560464,97152928,1,5,1,N,N,N,7,6,6,4,N,5,6
022200ZG4970002,32555394,97164768,1,5,5,7,8,7,8,N,7,3,N,5,6
022200ZG4970003,32555282,97164707,1,5,5,7,8,7,8,N,7,3,N,5,6
022200ZG4970004,32555558,97175927,1,5,1,N,N,N,7,7,7,4,N,5,6
022200ZG4970005,32555854,97160743,1,5,1,N,N,N,7,7,7,4,N,5,6
022200ZG4970006,32560544,97155236,1,5,1,N,N,N,7,7,7,4,N,5,6
022200ZG6780001,32473994,97130070,1,5,1,N,N,N,8,6,6,4,N,5,7
022200ZG6975001,32494976,97191202,1,5,1,6,6,7,7,N,6,2,N,5,7
022200ZG6975002,32495046,97191094,1,5,1,6,6,7,7,N,6,2,N,5,7
022200ZH1100001,32545364,97183731,1,5,1,N,N,N,8,7,7,N,N,5,7
022200ZH1200001,32465191,97131328,1,5,5,8,7,7,6,N,7,2,N,5,8
022200ZH1550001,32331678,97181432,1,5,1,N,N,N,6,6,6,2,N,5,8
022200ZH1629001,32503923,97243799,1,5,1,N,N,N,7,7,7,N,N,5,9
022200ZH1629002,32493849,97243430,1,5,1,N,N,N,7,6,6,N,N,5,9
022200ZH2000001,32391412,97250979,1,5,1,N,N,N,6,6,6,2,N,5,7
022200ZH2110001,32481790,97080106,1,5,1,N,N,N,6,6,6,6,N,5,7
022200ZH2243001,32584194,97164031,1,5,1,N,N,N,7,7,7,7,N,5,7
022200ZH2850001,32441623,97192251,1,2,4,6,6,7,N,N,6,2,5,5,N
022200ZH3052001,32555153,97221668,1,5,1,N,N,N,7,7,6,7,N,5,7
022200ZH4150001,32393681,97192560,1,5,1,7,6,6,6,N,6,9,N,5,7
022200ZH4150002,32393105,97192378,1,5,1,8,6,6,6,N,6,9,N,5,7
022200ZH4150003,32402309,97195313,1,1,5,6,7,7,N,N,7,2,6,5,N
022200ZH4150004,32400357,97195324,1,5,1,6,6,6,6,N,6,2,N,5,7
022200ZH4150007,32375756,97200842,1,5,1,N,N,N,7,6,6,N,N,5,9
022200ZH4150008,32384884,97200387,1,5,1,N,N,N,7,7,7,N,N,5,8
022200ZH4150009,32383704,97200200,1,5,1,N,N,N,7,7,7,N,N,5,8
022200ZH4610001,32542911,97173021,1,5,1,N,N,N,6,7,7,N,N,5,7
022200ZH4625001,32582369,97184431,5,5,5,7,7,7,7,N,7,3,N,5,9
022200ZH4625002,32582686,97184473,5,5,5,7,7,7,6,N,7,3,N,5,9
022200ZH4627001,32545320,97175933,1,5,1,N,N,N,7,7,7,N,N,5,7
022200ZH4627002,32544994,97182929,1,5,1,N,N,N,6,7,5,N,N,5,7
022200ZH4627003,32545463,97173739,1,5,1,N,N,N,7,7,7,N,N,5,8
022200ZH4627004,32545308,97171535,1,5,1,N,N,N,7,6,6,N,N,5,7
022200ZH4627005,32545210,97191768,1,5,1,N,N,N,6,6,6,2,N,5,9
022200ZH4627006,32545211,97195678,1,5,1,N,N,N,6,7,7,N,N,5,7
022200ZH4627007,32541364,97211714,1,5,1,N,N,N,8,7,6,2,N,5,9
022200ZH5510001,32541080,97221412,1,5,5,8,7,7,7,N,6,5,N,5,9
022200ZH6200001,32421302,97144548,1,5,1,6,6,7,6,N,6,6,N,5,7
022200ZH8500002,32421125,97232226,1,5,4,7,7,7,7,N,7,2,N,5,7
022200ZH8500003,32421201,97232315,1,5,4,6,7,7,7,N,7,2,N,5,7
022200ZH8500004,32405877,97233205,1,5,1,N,N,N,7,6,5,9,N,5,7
022200ZH8625001,32372380,97222859,1,5,1,N,N,N,7,7,6,7,N,5,8
022200ZI0670001,32454819,97224045,1,5,5,8,8,7,7,N,6,5,N,5,7
022200ZI1667001,32532365,97164584,1,5,1,N,N,N,7,6,6,N,N,5,9
022200ZI3301001,32505166,97194690,1,5,1,N,N,N,7,6,6,5,N,5,7
022200ZI4190001,32522482,97245134,1,5,1,N,N,N,7,7,6,6,N,5,9
022200ZI4620001,32412363,97225152,1,5,1,N,N,N,6,6,6,2,N,5,7
022200ZI4620002,32411601,97225175,1,5,1,N,N,N,6,6,6,9,N,5,7
022200ZI4620003,32410562,97224949,1,5,1,N,N,N,7,7,6,3,N,5,7
022200ZJ1500001,32394324,97204191,1,5,1,N,N,N,7,7,6,6,N,5,7
022200ZJ3750001,32391321,97213354,1,5,1,N,N,N,7,7,6,N,N,5,7
022200ZJ4200003,32443732,97194861,1,1,1,7,7,6,N,N,6,9,3,5,N
022200ZJ5540001,32402069,97174887,1,5,1,N,N,N,7,7,6,9,N,5,7
022200ZJ6450001,32455842,97122447,1,5,1,N,N,N,6,7,5,5,N,5,4
022200ZJ6450002,32455357,97103028,1,5,1,N,N,N,6,7,5,N,N,5,6
022200ZK0330001,32404122,97140606,1,5,1,N,N,N,7,7,7,N,N,5,8
022200ZK2225001,32581987,97173592,1,5,1,N,N,N,6,6,6,9,N,5,7
022200ZK2225002,32575008,97164508,1,5,1,N,N,N,7,7,6,5,N,5,6
022200ZK3195001,32561675,97163715,1,5,1,N,N,N,7,7,7,8,N,5,9
022200ZK9195001,32544092,97153229,1,5,1,N,N,N,7,7,6,9,N,5,7
022200ZK9195002,32544111,97160577,1,5,1,N,N,N,7,6,6,N,N,5,6
022200ZL0526001,32544363,97212632,1,5,1,N,N,N,7,7,6,6,N,5,9
022200ZL0526002,32551682,97213456,1,5,1,N,N,N,7,7,6,6,N,5,9
022200ZL1380001,32444849,97204657,1,8,4,7,6,7,7,N,3,2,6,5,6
022200ZL1380002,32445011,97212278,1,1,2,6,6,7,N,N,6,2,2,5,N
022200ZL1441001,32494122,97182069,1,5,1,N,N,N,7,7,6,N,N,5,7
022200ZL5260001,32450734,97295634,1,5,1,N,N,N,6,6,6,9,N,5,7
022200ZL5320001,32454680,97095356,1,5,5,8,8,7,7,N,6,5,N,5,7
022200ZL6740005,32481974,97194346,1,4,4,5,7,6,N,N,6,2,4,5,N
022200ZL6740006,32482019,97194220,1,4,4,5,7,5,N,N,5,2,4,5,N
022200ZL6740007,32482123,97194782,1,5,1,N,N,N,6,6,6,N,N,5,6
022200ZL6785001,32481784,97215133,1,5,4,5,7,7,7,N,7,4,N,5,7
022200ZL6785002,32481724,97215116,1,5,4,5,6,7,7,N,6,4,N,5,7
022200ZL6785003,32483474,97172855,1,5,5,8,4,6,6,N,4,2,N,5,7
022200ZL6785004,32483566,97172932,1,5,5,7,4,6,6,N,4,2,N,5,7
022200ZL7125001,32424251,97313453,1,5,5,8,7,7,7,N,7,7,N,5,8
022200ZL7125002,32423286,97312711,1,5,1,N,N,N,6,7,6,6,N,5,8
022200ZL7640001,32475787,97215618,1,5,1,N,N,N,7,7,6,5,N,5,7
022200ZL9080001,32424477,97223014,1,5,2,6,7,7,7,N,6,5,N,5,7
022200ZL9722001,32590117,97164738,1,5,1,N,N,N,7,7,6,4,N,5,7
022200ZM0140001,32474554,97231825,1,5,1,N,N,N,7,7,6,6,N,5,7
022200ZM0140002,32482891,97221323,1,5,1,N,N,N,7,7,7,5,N,5,4
022200ZM0245001,32433590,97173801,1,5,1,6,6,7,6,N,6,5,N,5,7
022200ZM0670001,32432296,97193407,1,2,4,6,6,6,N,N,6,2,4,5,N
022200ZM1405001,32435263,97183732,1,5,1,N,N,N,7,7,6,9,N,5,9
022200ZM2076001,32512415,97233873,1,5,1,N,N,N,7,7,7,6,N,5,7
022200ZM2140001,32492616,97230451,1,5,1,N,N,N,7,6,6,5,N,5,6
022200ZM2190001,32500037,97191563,1,5,1,7,6,7,7,N,6,4,N,5,7
022200ZM2190002,32500127,97191680,1,5,1,7,7,7,7,N,7,4,N,5,7
022200ZM2355001,32373531,97180226,1,5,1,N,N,N,7,6,6,8,N,5,8
022200ZM2595001,32462925,97170988,1,5,1,N,N,N,7,7,6,6,N,5,7
022200ZM2735001,32412013,97144878,1,5,1,N,N,N,7,6,6,N,N,5,7
022200ZM2735002,32413128,97150434,1,5,1,N,N,N,6,6,6,N,N,5,7
022200ZM3505001,32391026,97215246,1,5,1,7,7,7,6,N,6,2,N,5,6
022200ZM3505002,32390989,97215130,1,5,1,7,7,7,6,N,6,2,N,5,6
022200ZM3505003,32384382,97221116,1,5,1,6,6,7,6,N,6,2,N,5,6
022200ZM3505004,32384353,97221000,1,5,1,7,7,7,6,N,7,2,N,5,6
022200ZM3505005,32383150,97221118,1,5,1,N,N,N,6,7,6,N,N,5,8
022200ZM3505006,32373240,97221168,1,5,1,N,N,N,7,7,5,2,N,5,8
022200ZM3505007,32351114,97224648,1,5,1,N,N,N,7,7,7,N,N,5,7
022200ZM3505008,32350604,97224629,1,5,1,N,N,N,7,7,7,N,N,5,7
022200ZM4030001,32433099,97170738,1,5,1,N,N,N,7,7,6,5,N,5,7
022200ZM4220001,32362257,97241461,1,5,1,N,N,N,7,7,6,N,N,5,7
022200ZM4258001,32492728,97182085,1,5,1,6,6,7,7,N,6,6,N,5,7
022200ZM4258002,32492792,97182062,1,5,1,6,6,7,7,N,6,6,N,5,7
022200ZM4258003,32492720,97181306,1,5,2,6,6,6,7,N,5,2,N,5,7
022200ZM4258004,32492765,97181305,1,5,2,6,6,7,8,N,5,2,N,5,7
022200ZM4258005,32492744,97175144,1,5,1,N,N,N,6,6,5,N,N,5,7
022200ZM4258006,32493008,97200121,1,2,6,6,7,7,N,N,7,9,4,5,N
022200ZM4258007,32492954,97203769,1,5,1,N,N,N,6,7,5,9,N,5,7
022200ZM4590001,32464461,97250250,1,5,4,7,7,7,6,N,7,2,N,5,7
022200ZM4700001,32345361,97185999,1,5,1,N,N,N,7,8,8,5,N,5,7
022200ZM5430001,32433665,97235280,5,5,5,8,7,7,7,N,7,5,N,5,8
022200ZM5675001,32372818,97175138,1,5,1,N,N,N,7,7,6,6,N,5,8
022200ZM5850001,32461314,97225913,1,5,1,7,7,7,6,N,6,6,N,5,7
022200ZM6130001,32444744,97124027,1,5,1,N,N,N,7,7,6,9,N,5,7
022200ZM6235001,32411559,97154786,1,5,1,7,6,6,6,N,6,5,N,5,7
022200ZM7040001,32425368,97223261,5,5,2,6,6,7,7,N,6,7,N,5,7
022200ZM8265001,32445356,97111277,1,5,1,N,N,N,6,7,6,8,N,5,8
022200ZM8370001,32482798,97063730,1,5,1,N,N,N,6,6,6,2,N,5,3
022200ZM8480001,32541091,97153607,1,5,1,N,N,N,7,7,6,N,N,5,9
022200ZM8730001,32444922,97121797,1,5,1,N,N,N,7,7,6,7,N,5,7
022200ZM9992001,32545015,97215495,1,5,1,N,N,N,8,7,7,9,N,5,7
022200ZN0646001,32525598,97244142,1,5,1,N,N,N,8,7,6,6,N,5,7
022200ZN1650001,32411319,97153981,1,5,1,6,6,7,6,N,6,6,N,5,8
022200ZN3580001,32500646,97291103,1,5,3,6,5,5,6,N,4,4,N,0,4
022200ZN6398001,32500547,97182736,1,5,1,N,N,N,7,7,7,2,N,5,7
022200ZN6398002,32500681,97181558,1,5,1,N,N,N,7,7,7,N,N,5,7
022200ZN7350001,32464134,97202807,1,5,4,6,7,6,6,N,6,2,N,5,7
022200ZN7350002,32464611,97195840,1,2,4,7,7,7,N,N,7,4,4,5,N
022200ZN7350003,32465859,97194135,1,5,4,6,7,6,6,N,6,2,N,5,7
022200ZN7655001,32534018,97172966,1,5,1,N,N,N,7,7,5,N,N,5,7
022200ZN7655002,32533381,97171042,1,5,1,N,N,N,6,7,6,N,N,5,7
022200ZN7655003,32533383,97163750,1,5,1,N,N,N,6,7,5,N,N,5,7
022200ZN7655004,32535426,97185666,1,5,1,N,N,N,6,6,6,N,N,5,7
022200ZN7655005,32535355,97193834,1,5,1,N,N,N,7,7,7,N,N,5,9
022200ZO1250001,32402347,97185534,1,5,1,6,6,6,7,N,6,2,N,5,8
022200ZO1250002,32374533,97181577,1,5,1,N,N,N,7,7,5,2,N,5,8
022200ZO1250003,32373290,97181552,1,5,1,N,N,N,6,7,6,7,N,5,8
022200ZO1250004,32384198,97181616,1,5,1,N,N,N,7,7,5,9,N,5,8
022200ZO1250005,32390489,97181574,1,5,1,N,N,N,7,7,6,2,N,5,8
022200ZO4500001,32465093,97225504,1,5,1,N,N,N,6,6,6,5,N,5,7
022200ZO4500002,32465238,97223634,1,5,1,N,N,N,7,7,6,5,N,5,7
022200ZO4950001,32361726,97190166,1,5,1,N,N,N,7,7,7,4,N,5,7
022200ZO4955001,32394435,97204525,1,5,1,N,N,N,7,7,6,6,N,5,8
022200ZO4957001,32351155,97231822,1,5,1,N,N,N,7,7,6,4,N,5,6
022200ZO4995001,32492835,97224605,1,5,5,7,8,7,8,N,6,5,N,5,6
022200ZO5050002,32583079,97175174,1,5,2,6,6,6,6,N,6,4,N,5,7
022200ZO5050003,32544724,97182630,1,5,1,N,N,N,8,7,7,N,N,5,7
022200ZO5050004,32542961,97182459,1,5,1,N,N,N,8,7,7,N,N,5,7
022200ZO5105001,32344957,97190473,1,5,1,N,N,N,6,7,6,5,N,5,7
022200ZO5250001,32423581,97175975,1,5,5,7,7,6,7,N,6,6,N,5,6
022200ZO8250001,32422850,97230387,1,5,2,6,6,6,7,N,6,5,N,5,8
022200ZO8250002,32412360,97224799,1,5,1,6,6,6,6,N,6,6,N,5,8
022200ZO8400001,32420543,97230111,1,5,4,7,6,6,7,N,6,4,N,5,7
022200ZO8400002,32412935,97225788,1,5,1,N,N,N,6,6,6,5,N,5,7
022200ZO8475001,32403170,97243619,1,5,1,N,N,N,7,6,6,3,N,5,6
022200ZP1123001,32514184,97240716,1,5,1,N,N,N,8,7,6,5,N,5,7
022200ZP1123002,32513935,97235989,1,5,1,N,N,N,7,7,6,5,N,5,7
022200ZP1335001,32573227,97152658,1,5,1,N,N,N,8,7,6,5,N,5,9
022200ZP1780002,32410786,97152069,1,5,1,N,N,N,7,7,7,2,N,5,9
022200ZP1835001,32425699,97211416,1,5,5,7,8,7,7,N,7,5,N,5,7
022200ZP2105001,32553983,97162064,1,5,1,N,N,N,7,7,7,N,N,5,9
022200ZP2105002,32554102,97162111,1,5,5,7,8,8,7,N,6,4,N,5,9
022200ZP2105003,32560352,97161884,1,5,1,N,N,N,7,7,6,5,N,5,9
022200ZP4100001,32423385,97264817,1,5,1,N,N,N,7,7,6,5,N,5,7
022200ZP5420002,32492057,97054180,1,5,2,7,7,8,7,N,7,5,N,5,7
022200ZP5420004,32492113,97042476,1,5,1,N,N,N,7,7,6,5,N,5,7
022200ZP7010001,32364405,97215407,1,5,1,N,N,N,7,7,6,8,N,5,7
022200ZP7170002,32465608,97104231,1,5,5,7,8,6,4,N,6,5,N,5,7
022200ZP7170003,32480960,97110207,1,5,5,7,8,7,7,N,7,5,N,5,8
022200ZP7490001,32541890,97193872,1,5,1,N,N,N,6,7,7,N,N,5,9
022200ZP7490002,32541586,97191111,1,5,5,7,7,7,7,N,7,9,N,5,9
022200ZP7630001,32523998,97171874,1,5,1,N,N,N,6,6,6,6,N,5,7
022200ZR0370001,32431608,97151907,1,5,1,N,N,N,7,6,6,5,N,5,6
022200ZR0630001,32414360,97225863,1,5,2,6,6,7,6,N,6,4,N,5,7
022200ZR0780001,32461654,97141937,1,5,5,7,7,6,6,N,6,3,N,5,6
022200ZR0780002,32461761,97141964,1,5,5,7,8,7,7,N,7,3,N,5,6
022200ZR0780003,32452556,97091563,1,5,5,7,8,6,7,N,6,3,N,5,9
022200ZR0780004,32465279,97114041,1,5,1,N,N,N,7,7,6,4,N,5,6
022200ZR0785001,32454819,97094490,1,5,3,N,N,N,6,7,7,2,N,5,7
022200ZR1488001,32555710,97173994,1,5,1,N,N,N,7,7,6,6,N,5,7
022200ZR1500001,32534759,97162143,1,5,1,N,N,N,6,7,7,N,N,5,8
022200ZR1551001,32512267,97251637,1,5,1,N,N,N,7,7,6,N,N,5,7
022200ZR1617001,32433355,97295126,1,5,1,N,N,N,6,7,7,N,N,5,7
022200ZR3545001,32540054,97154464,1,5,1,N,N,N,7,7,6,N,N,5,7
022200ZR3900001,32414084,97255296,1,5,5,6,7,7,7,N,6,6,N,5,7
022200ZR4015001,32444347,97260652,1,5,5,7,7,7,6,N,7,6,N,5,7
022200ZR4500001,32365667,97224341,1,5,1,N,N,N,7,7,5,6,N,5,6
022200ZR4500002,32365519,97243479,1,5,1,N,N,N,7,6,6,4,N,5,9
022200ZR4903001,32415659,97253422,1,5,1,N,N,N,6,6,6,4,N,5,6
022200ZR5050001,32450316,97181256,1,5,4,4,6,6,5,N,3,4,N,1,8
022200ZR5050002,32450034,97181152,1,5,4,5,7,7,6,N,7,2,N,5,8
022200ZR5050004,32515786,97181395,1,5,5,7,8,6,7,N,6,2,N,5,9
022200ZR5050005,32515640,97181355,1,5,5,7,7,6,6,N,6,2,N,5,9
022200ZR5050006,32512671,97181411,5,5,5,7,8,8,7,N,8,3,N,5,9
022200ZR5050007,32563821,97182366,1,5,1,N,N,N,8,7,6,N,N,5,9
022200ZR5050008,32524156,97181512,1,5,1,N,N,N,7,7,6,N,N,5,7
022200ZR5800001,32465473,97174054,1,5,1,N,N,N,6,7,7,N,N,5,6
022200ZR6170001,32535557,97154982,1,5,1,N,N,N,7,7,7,N,N,5,9
022200ZR6420001,32573388,97231968,1,5,1,N,N,N,8,7,7,5,N,5,9
022200ZR6550001,32432517,97215158,1,5,5,7,7,7,6,N,7,4,N,5,7
022200ZR6720001,32402679,97292912,1,5,5,8,8,7,7,N,7,6,N,5,8
022200ZR7050001,32435236,97174973,1,5,2,7,6,6,6,N,6,4,N,5,9
022200ZR7050002,32435173,97174849,1,9,5,7,8,7,7,N,7,5,N,5,9
022200ZR7200001,32435047,97214261,1,8,4,7,6,6,6,N,6,7,5,5,9
022200ZR7200002,32434921,97214968,1,8,4,7,7,6,6,N,6,7,9,5,9
022200ZR7200003,32435475,97213396,1,0,5,8,7,7,N,N,7,9,N,5,N
022200ZR7200004,32435252,97213485,1,0,5,8,7,7,N,N,7,9,N,5,N
022200ZR7200005,32440202,97205558,1,2,5,7,7,7,N,N,7,2,7,5,N
022200ZR7200007,32440112,97205651,1,2,5,7,8,7,N,N,7,2,7,5,N
022200ZS0687001,32470144,97201318,1,5,2,7,6,6,8,N,6,4,N,5,7
022200ZS0687002,32464323,97200675,1,1,2,6,6,7,N,N,6,2,4,5,N
022200ZS0687003,32464398,97200593,1,1,2,7,7,7,N,N,6,2,4,5,N
022200ZS0950001,32474556,97130784,1,5,1,N,N,N,6,7,6,9,N,5,7
022200ZS1152001,32391520,97213621,1,5,1,N,N,N,8,7,6,N,N,5,7
022200ZS1214001,32444990,97115577,1,5,1,N,N,N,6,5,5,7,N,5,6
022200ZS1650001,32573285,97171989,1,5,1,N,N,N,6,6,6,N,N,5,7
022200ZS1650002,32572481,97171731,1,5,1,N,N,N,7,6,6,N,N,5,7
022200ZS1742001,32455862,97103181,1,5,1,N,N,N,6,6,6,N,N,5,7
022200ZS2010001,32550329,97195500,1,5,1,N,N,N,8,7,7,7,N,5,9
022200ZS2077001,32484361,97223912,1,5,1,N,N,N,7,7,7,2,N,5,4
022200ZS2237001,32480645,97195683,1,5,1,N,N,N,5,7,6,9,N,5,7
022200ZS2737001,32410433,97181854,1,5,1,6,6,6,6,N,6,2,N,5,6
022200ZS2737002,32410349,97182076,1,5,4,6,7,6,7,N,6,4,N,5,6
022200ZS2820001,32590590,97230863,1,5,1,N,N,N,6,7,7,5,N,5,7
022200ZS2820002,32590779,97231260,1,5,1,N,N,N,6,7,7,9,N,5,8
022200ZS2820003,32592336,97234383,1,5,1,N,N,N,7,7,6,N,N,5,7
022200ZS2835001,32451577,97285980,1,5,1,N,N,N,7,7,6,9,N,5,7
022200ZS2985001,32410060,97161789,1,5,1,7,7,7,7,N,6,5,N,5,4
022200ZS4127001,32541262,97182320,1,5,1,N,N,N,6,7,7,N,N,5,8
022200ZS4127002,32540695,97172988,1,5,1,N,N,N,6,6,6,N,N,5,8
022200ZS4127003,32540695,97171153,1,5,1,N,N,N,6,7,6,N,N,5,8
022200ZS4127004,32540689,97164063,1,5,1,N,N,N,6,7,6,N,N,5,7
022200ZS4290001,32543935,97244723,1,5,1,N,N,N,7,7,7,7,N,5,9
022200ZS4528001,32481848,97300303,1,5,1,5,5,6,7,N,5,2,N,5,6
022200ZS4528003,32473411,97293456,1,5,1,6,4,6,5,N,4,2,N,5,4
022200ZS4528004,32481116,97300295,1,5,5,7,8,7,7,N,7,5,N,5,6
022200ZS4590002,32425285,97221848,1,5,1,N,N,N,7,6,6,7,N,5,7
022200ZS4960001,32455838,97312571,1,5,1,N,N,N,7,7,6,8,N,5,7
022200ZS5250001,32540431,97194292,1,5,5,8,8,8,8,N,6,5,N,5,9
022200ZS5300001,32410371,97222652,1,5,1,N,N,N,7,6,6,7,N,5,6
